Code,MarketCap
038880,121150120650
307180,79304043060
101390,48799750230
456570,68324495250
451220,168516675400
447690,7640919660
078860,14707348380
090150,49580346912
123010,40300640828
031310,63788191600
185490,81629947680
059100,41576656800
149010,26832000000
262840,59948800000
175250,83379576960
052460,56824871040
119830,168259231450
052770,88405551520
124500,248219391600
372800,39838403900
084850,480878200800
114840,154817496000
027360,334741774620
139990,178552275750
032080,32301016587
013310,166480236780
059120,104894892960
158430,94934750175
149300,18699088360
067160,1475928082800
102950,52356392970
001540,104208935800
053800,715990632500
251280,11659744200
065660,136433849460
297570,48123493020
001780,315756937300
260660,81233211300
354320,268118432950
361570,102943871145
131370,249556283855
140670,148478114400
096610,51550708615
061040,126271234165
148250,31708187940
347860,146758033320
196170,8513699576800
123750,38812474365
085810,29656083231
117670,35906404275
314140,81637120620
291650,52638781200
293780,117961001140
018250,425464052850
161000,660649468220
390110,14439714933
196300,100162149780
310200,156797696320
179530,26644394260
900100,64231787620
205500,99521477766
052790,101749129240
290740,74581731510
238090,82865386560
092600,55058319815
129890,50238262720
174900,270228525000
255440,157871220000
030960,178017200000
102120,303339646180
263540,85049841450
238120,61325991440
224810,12600000000
019990,63804815520
011090,31075670038
270660,343795844400
038680,101267326860
137310,1562190780150
217480,54756837359
121890,25816254200
118000,63535926535
304360,121420083960
389500,226618976800
042110,77762268476
298060,57615303120
065420,18753252338
270210,4225197000
103230,28224000000
260970,74896299000
101490,943863668000
095910,36278375580
275630,27502209730
031330,276486360255
060540,66901263360
351320,54159079560
056190,895923562000
080000,101595695200
005850,1567637550000
214310,22516276518
246250,38523997060
258540,8250604605
041510,1863576458200
010580,173441493840
299670,9810000000
007820,103976179740
109610,201987562000
365330,89687300000
012750,2207752241800
031860,35312252565
306040,80209181640
217910,5352095064
224020,3838403153
457940,7546800000
435870,8332800000
455910,11445600000
096630,123191825198
069510,93607800000
041910,92449503510
234300,115910738820
039440,519224000000
098660,26564574000
052020,294173768700
237690,1196238090000
050760,30431505114
288620,101688634120
443670,309688549860
317830,113017350820
058610,640925704000
043340,66975000000
023960,53559159654
298690,324842400000
187660,59612962500
054630,22238939619
200710,482703130550
096690,71975957640
140910,13969290160
078520,174294878700
298380,1091949889200
203400,133918037440
195990,145191757710
003800,292221500000
088800,179360377245
241840,109614531060
311960,31239172800
453860,164624956500
312610,45780566880
015260,53824454542
172670,192197555550
234070,9366950700
445090,707978185200
072990,74430423180
227100,17685067428
044990,150071058720
239610,85195417000
462020,9081050000
148930,72244012300
044780,31145239521
357230,195846453500
355690,79339134000
071670,110600000000
045660,114896600000
224110,75027000000
021080,157920000000
089530,43367041800
200470,191476660360
207490,25200000000
262260,186928523840
007460,200216967048
109960,63126208628
003060,112512542441
397030,281310416300
244920,91335079720
278470,2260144644000
089970,337167165700
230240,209079903000
230360,340187984790
038870,76101173070
097780,69559057126
448280,345202652850
101360,879765734400
128540,65791983900
086520,16455898824000
450080,13321045595800
247540,26064058176000
383310,916765426800
038110,223137985400
073540,27018000000
064850,71755200000
036810,489527752500
173940,68113175400
083500,88244179380
446440,22745289600
054940,26771053236
043090,34481512395
950130,283653606600
205100,174151503020
356680,170404647240
070300,20845989420
317770,132361130860
092870,191806730960
317870,157374875000
067570,115545800000
236810,126466923700
140610,39521521100
333620,96062730400
101400,36281155312
036570,4259080268000
238170,9639453376
224760,15561815000
391060,52071000000
422040,15537200000
437780,11040850000
438580,7429200000
439410,18392000000
440820,16458000000
451700,29130500000
466910,18518500000
265740,74848484000
354200,56261475855
419080,144199271070
093510,10107580000
208860,25233717915
183490,143760799780
085310,76224134456
182400,139566732192
348370,4871180391000
058450,35217191000
069410,53682877760
227950,72813597590
291230,148120200480
198080,53837962500
048830,33646889631
096870,18799696000
276240,4912414180
900140,477873724635
290650,538766161250
066970,6151255902500
156100,147531898200
311060,29053770840
073110,55598468750
083310,395382732600
037950,103786000851
170920,151006548000
058630,114917996760
058970,605454480000
019590,100404523502
169330,54679469410
097520,456634392800
373170,69329447000
179290,201202073940
009780,89232000000
123040,242902033640
323230,42191168175
032790,56037307546
033160,298557458430
347890,130400802840
033310,113966802575
259630,140879150940
115960,175059760000
060850,74886510000
014440,70400000000
143540,42815899200
111770,1949704592000
009970,1243565990400
003520,373101171240
000670,928388160000
036560,196402500000
006740,96218046360
012280,48047989650
265560,95997816400
012160,56531187576
036000,41323492938
250930,24090321200
053280,125500000000
015360,228900000000
122640,421832175300
900300,18640024556
212310,28386906620
045060,52096570050
080520,55443994480
007310,1607139830000
039830,75555487800
322310,351713652100
046120,92034001600
014940,142189822320
002630,68659559895
065500,42757702464
271560,3672906662800
001800,895829534600
010470,108134701500
417860,77823660500
352910,100973010240
053980,104215478670
052420,118443737910
241790,117030817800
039200,841344669700
226400,113638805500
031510,48916000000
368970,48319647200
138080,151924558500
080580,185102250060
067170,67800020025
353590,89098944400
173130,125483349400
440320,79616600000
049480,78241733670
394280,709334636500
309930,55528767900
244460,19005080248
226950,262220400630
057540,52231951750
131030,90457707200
082210,106985084750
109080,56585440000
380540,40085557632
153710,95941525320
321820,222150565200
432430,190896654400
338840,147184378220
122990,199563542280
112290,136694568400
232140,548062938000
065530,103869900000
067900,131219541390
007530,51099914580
155650,98734995060
273640,149685900000
251370,187453191360
066430,26115368492
193250,48379060028
273060,69381925250
019210,207821939610
122870,764450407100
011690,98750863800
332570,145945093980
079000,34560000000
070960,148009998975
403490,110289559120
316140,11204046968900
032820,199503582814
041190,829920000000
115440,75387215390
046970,73801298316
082850,133927138170
215360,126480457550
072470,79515705610
073560,102125523425
037400,44894368352
153490,55752840000
101170,85185000000
006980,61800000000
066590,122689546560
017370,153288631980
103840,70702968960
046940,56572715500
215380,25369146360
065680,153718900000
105840,172344246720
018620,33511579880
010400,38795980000
457550,185890346950
049800,59900000000
016880,98869797960
095720,287609902650
396470,175708000000
005820,41777094600
307280,62793363087
032940,70225867800
240810,1609951952800
074600,737378400000
104830,390848000000
014190,84251776280
217820,273338259840
030530,294276707610
012620,37708000000
382840,276568331910
336570,745069581750
376980,81233018640
122830,159502166950
008370,50460000000
008290,29340142559
101160,378101739700
064090,85380651005
336060,69584264000
095270,71862028800
010600,85195232359
065950,78906489090
076080,54564886740
043590,33115213527
196700,25137252000
069080,582281727440
053580,139226092080
071460,22047951835
377460,26030247855
044340,163899307250
330350,111294031770
348350,98475412000
112040,1577950782800
101730,393550351440
123420,115616007360
065370,60991460040
140660,3969654192
038620,54235368975
299900,471239675420
036090,110341608688
136540,177461273600
320000,39865663940
097800,70369289776
192390,41351090935
313760,49900154220
008600,35298920475
335870,26289921072
900340,42360536924
033270,385814522500
014830,526519280000
446070,59741140450
036200,245927068460
018000,127980248128
000910,86020020690
047400,120750000000
203450,48000352890
011330,207968164850
077500,175005940450
011320,93608767275
086390,278759121940
241690,111953479950
142210,122597606040
121060,5257887930
048430,92966400000
206650,437093135930
089850,121544764200
084440,27795048000
032620,294913835350
264450,177558084980
078070,244738860520
002920,75766700000
024800,84292872300
000700,148959164640
054930,88650000000
069330,20789948315
049520,102389199200
435380,12577350000
444920,11082600000
446150,10350900000
449020,19995150000
450940,9761000000
473050,14125150000
430700,11842400000
003470,535916806560
003475,35379460880
263770,66004979020
337840,57400474680
072130,49878816120
000220,81414637780
000225,12332099200
000227,4134612000
388720,243109411200
340930,107685928500
023410,295714050975
056080,358241051600
468760,9455200000
388800,12224400000
413630,14622400000
442130,8131000000
084370,862788981300
240600,116808625860
001200,413619604860
221800,48252762900
179900,580627806750
263050,100178779875
000100,5406090913600
000105,71446870000
003460,128714482050
003465,39846249000
191410,22334764000
372170,731678701600
146060,48978169740
008730,1027960000000
072770,153452607120
008250,67468231600
039020,60414096575
025820,133935210000
067920,73344113730
044960,64220765640
303530,96585174840
296640,38267282280
302430,102462027360
279060,23912825260
214320,876000000000
274400,86174482520
056090,110701701180
073490,200741534400
215790,36697948739
344860,28150200000
246960,58618323000
088390,215874412000
272290,639382475700
053350,64815249900
452400,208642844000
041520,76788999000
264850,191042636800
054210,225597593200
164060,128415332990
065440,49995111660
088260,311640622800
139480,2062810606000
115610,71413771470
078020,241065770550
131400,184430684790
419700,26758665570
208850,15821602500
351330,86449263600
080010,54600000000
379390,25004848000
457190,1830798771000
086890,200399073810
007660,1932178100450
005950,318800028170
015020,31710184000
047560,328968921600
900110,43625137050
067010,46041030000
093230,354103029120
341310,10341453200
418620,173022923720
102710,317189959200
074610,211629962160
063760,31332436800
123570,77520751440
083470,34379270019
095190,106878402870
091120,620212283200
232530,115008224960
102460,277872824450
039030,2519347975000
294090,156645938050
088290,53442359951
084680,297083974335
181340,54259503030
353810,121380606000
350520,106203020665
334890,235611088020
099750,125076400800
377330,57094076160
035810,193483159650
160600,106895911200
092130,159577700000
096040,245561580945
134060,24990870000
001840,59417280000
000760,42252000000
024810,181597539712
014990,56409859245
041830,374935626800
352940,33907317600
101140,93812977440
216400,70481419100
079950,26123200000
389470,108628194600
277410,68581938732
060150,331067281320
033230,168626134000
450520,84404277720
006490,150711594550
037330,93256101000
100030,63441354480
023800,130583967220
034590,110900013900
211050,199250864400
083640,39792819712
216050,138193068720
049070,498800000000
119610,377991270800
017250,26959243227
129260,71097418860
051370,340814365920
064290,478781382600
189300,588186703200
150840,230717208150
048530,233249704460
023810,86300000000
175140,53752321840
115310,71041646750
039290,93373323720
071200,136132235640
101930,105728217650
249420,440581265700
000230,106864104000
013360,66234502880
003120,306565000000
333430,86188525335
068330,60752976360
003200,215107200000
007110,84892444560
007570,271016428800
007575,6631692000
178780,120790286750
008500,15480000000
019540,60540480000
081000,196995263250
020760,51513741000
103590,498312325500
094820,175365385670
271940,853359965000
015860,207752903430
226320,255915106050
950140,240798535920
049550,72053067975
389020,254106930000
254120,68274479400
043910,85705204221
234920,99046261200
289220,239136063450
317400,178981329800
033240,634765675500
174880,11610352250
049630,49427237157
417840,124558335000
000950,37968000000
110020,62204709130
208140,86122988210
040420,108331884320
045510,39166499072
217190,129783775200
095700,330009222300
072520,31667683838
122310,97801831680
361390,118962513540
066830,9067488000
187420,87050994750
225220,77239834525
123330,25445000000
159580,138826167480
147830,68100000000
033100,336507468550
079370,638949994000
054950,330054051600
023440,79585043830
090470,169697727740
287410,603343605450
137950,153202560320
033320,90793552000
417500,156711076320
348950,813189120000
204270,727155217620
194370,231772745380
026040,33502693700
452160,86247448560
126880,113355951155
322510,211030127360
254160,12358200000
033050,34012833048
094970,95297485600
418550,896467953200
025620,24890895300
089790,100369941490
030000,2128262662500
052670,60588453120
271980,244247923920
001560,85300000000
199820,106322700000
038010,68670000000
002620,171394099150
276730,58625761455
080220,933400774300
006220,388436877660
089590,897534163050
216080,277167939680
229000,62002783600
248020,12857979750
082270,489928631500
064800,272778370800
044060,70075958688
004910,78848000000
004700,351739400200
001550,67654874170
462520,219320608000
120030,123249798000
034940,56507204448
067000,204697690490
018470,256429235025
002600,100860000000
185750,1425472244000
063160,126451424100
001630,295581799000
033340,204565677380
036930,1773158541000
109070,216521943000
044380,30191614440
239340,79724818470
072020,101029866020
000440,110220201000
051980,281429444145
228760,527070731300
314130,134318197260
013890,308539835520
389030,70717545625
043610,192943254160
263860,120607542000
303030,73993532760
036180,39470918391
208350,35044846785
289860,126505926700
144510,627273656800
358570,520417662210
382480,121023205500
382800,174904309720
299480,6982367347
051160,127509303200
053050,98059442190
388610,15731347800
119850,73855601410
065060,50547764592
204840,88291355724
013870,84394839000
071320,534359035600
270520,343540296810
311320,170296560000
388050,166139800560
219750,24704412750
088790,26389217280
018120,103289472000
109820,52207718400
086060,35776988985
036890,211108496520
363250,42607816800
003780,80990000000
007370,71500418150
010640,55100000000
100250,180541793160
051630,46294000000
272450,652500000000
285800,74191011150
011000,200500602435
250030,9308666515
002780,150272312585
002787,3667411520
002785,3938916710
233990,9449534720
085660,942140631390
261780,134195036580
009310,50071777210
094850,103600000000
004650,85659048200
278280,903000000000
000650,68816943000
362320,168520578000
012600,116119947330
066360,58837122405
033250,52800000000
047820,132051222000
094360,620529095200
016790,185869614616
016920,39395891006
284620,110851912120
446600,6221321540
035720,23718451337100
293490,1935369443700
323410,13567012297650
377300,5915654224000
042000,569946769000
006380,29280000000
317530,35901659400
071850,38191978340
050110,109924111702
452300,75430381950
119860,638566519780
223310,23218027596
451760,244371043000
900310,50400798225
078340,542628363000
063080,236767392800
307930,147202300000
079190,31106321854
263700,108913662000
214370,1248873750000
221980,50031520000
038530,29160015444
001620,66664525569
424140,16113900000
436530,20410200000
192250,90671222731
029460,296155861400
115500,97440000000
281820,783351427800
089150,51450000000
025880,41706065710
093320,449936000000
093640,249482282280
073010,132825583190
105330,133298232400
053080,235426504770
432470,151782163400
272110,129038002950
039420,66908602100
083550,52918237055
032500,566252956260
225430,27301421950
102370,160327396500
068100,99495536140
381970,590712214980
145270,46859254650
036030,287252998380
064820,147246733920
256940,129178253620
024880,97105736610
042040,69086523132
054410,28088207820
258610,104737690030
274090,145919453800
402420,31149294600
089010,334447344000
220260,198124970220
176590,41695064280
052400,260099982660
402030,346077146400
391710,123679601560
046070,13092533136
047770,64900062430
080530,72805405400
417310,198364000000
357120,435146939710
104540,144030707300
027050,104600000000
007815,20456361000
007810,446432193900
00781K,5971786380
190650,34048040000
123410,157858832880
003690,1329554909040
036690,48748634970
049430,83241600000
183300,647516339600
041960,296538748800
089890,250598775820
009730,116421308940
360350,170991494000
189350,9019200000
082660,26852469390
192820,1221207168400
044820,95462974740
222040,111597480000
241710,408510000000
005070,5757654887600
005420,1346208391400
355150,70243991800
169670,35195280270
071950,16257192460
166480,289588012560
045970,206045479080
196450,56649477500
384470,223628828460
029960,337000000000
002020,216543205900
003070,182322026190
003075,10548094880
450140,238553550000
45014K,14589352800
102940,240230093800
002025,14671195700
120110,1066364776250
120115,60616134000
950160,728006300000
138490,291460000000
021240,3999939349800
033290,188965952865
056360,59172672000
282880,283172157900
121850,39645356625
448710,84611836800
015710,83006917500
052330,109956337120
322780,72034032087
036420,243282950040
200130,454176215520
031820,95146452276
294570,196889952000
192400,583219834000
284740,449868466500
317690,72433860180
078940,151584163690
432720,364867248000
456190,36840006000
365270,177764037860
348080,72501457200
086460,13859271000
060280,612091851000
372320,432885004800
040350,60477778656
051780,42290959500
115180,115187092695
445680,296832204000
182360,219494523300
405100,457945725600
066310,96146709770
136660,9339918200
016600,60247523856
355390,172511567800
264900,102946047000
26490K,8246149600
005740,90865763640
005745,6241543140
259960,10978739911000
096240,200459022400
215570,5738204410
110790,175966509600
900250,127535081870
045520,44655000000
036170,50749372702
214150,2082570969300
352770,76580314205
237880,542140590000
139670,86921377400
020120,219316854720
413600,7546000000
433530,8887325000
446840,12495000000
039490,3296696944200
054780,129015433800
336040,28629955050
219130,212791573000
346010,19440248000
318660,3658571700
434190,44437687020
360070,663967131800
180060,116845825000
065130,104970032700
134580,79843405375
014580,163291952000
015890,177418512500
006890,149640000000
023160,346090000000
003240,875132400000
011280,231181394100
323280,111416449950
053620,61404000000
052960,18888556470
004100,106430000000
004105,18183000000
116100,9247659252
009410,95302790100
009415,5176014450
044490,323919498390
124560,132537214800
001420,34846000000
007980,97893549767
191420,109469259000
073640,93006544092
066700,140776675725
095610,394969155480
055490,107681090000
308700,1840000000
064520,90914104905
089030,767617404750
258050,5886608538
054450,430853428850
078000,101587331820
200230,83864327883
214420,151304685710
393210,66417052800
215480,35142667835
051360,255230140020
045340,40736270400
108230,298482473250
079970,22687945867
199800,393548639700
417790,127705936500
105550,105509029480
290090,87127718640
026150,137738698350
322180,83258154000
117730,347822670000
033830,92700000000
057680,115407223680
204610,90007274480
064760,1105622500000
246710,143349027480
340570,402336000000
043220,72895771530
277880,162294697600
131290,623864595600
019180,68670000000
425420,363053900000
131100,52618520752
356860,231558436500
062860,57261776000
413300,3446559600
363280,191631218400
36328K,7458084000
321550,203222775000
091810,566175773820
004870,55136176342
425040,375101718300
104480,164248049238
081150,75353388210
130740,33942803790
217880,14589114400
084730,170418564160
058530,32527053360
440110,1014062462400
034230,1161669889500
033540,113379972090
388870,176989779400
043200,26629348655
214450,969087719700
217950,105877385550
208340,88036229820
005690,324091605600
177830,48295985140
037070,200000000000
150900,85985215140
037030,61312970950
047310,392368576140
266870,3306878880
368770,112525720625
170790,81247510500
049120,52839937447
038950,48450079925
441270,336772375500
106240,24887738091
131760,38046066708
065690,18025291673
140860,1200234735700
091700,463097162040
202960,8817530680
032800,25677194092
318010,57487700500
036580,116060299880
027710,176372477800
004720,104526518750
225590,30285942681
054300,46622182920
068050,86267046740
028670,2600680675880
222110,62357359200
271830,112774636380
010820,165093010130
016800,384100000000
263750,1949922399250
251970,300700000000
001020,163210698021
327610,74015206320
168360,220333739400
087010,474417619000
090080,68627823750
010770,44973307950
119500,41524548160
389140,184923024500
105760,149687760000
022100,8225078838900
058430,296100000000
009520,1016081953200
047050,9869268406800
003670,24555840740000
189690,84151664520
318020,229187123200
256630,78354044272
331380,42668823680
472850,236110710900
234100,106514726080
041020,394820454120
114630,55388992812
290720,101863240800
005670,47700000000
094940,75336087860
007330,144644052000
017810,404458950620
093380,36948630620
023900,151200000000
103140,1209247595700
005810,429436777600
371950,136763172000
370090,205363933000
445180,221017897840
341170,75207083700
220100,208644343200
035200,34203023850
334970,273121341740
950210,517427894550
321260,84858172840
296160,84333250000
053610,515350000000
303360,37408309575
377220,81815900000
335810,61440842540
053160,120000000000
405000,60906347670
041590,128414666250
367000,66017263230
075130,41223353600
222670,18056946600
009810,66290347801
237820,99538606400
023770,47779169000
300080,181554516000
150440,9508019528
032580,54137792576
051380,51619342280
241820,57658671906
237750,35341504000
319660,735754535600
031980,878667596250
002230,71477783370
057880,209792265760
043370,246120000000
239890,192853004550
347740,80128237920
137400,916470279400
257370,107645199810
147760,77794836540
128660,83959404065
006140,100800000000
376180,76061623540
304840,63373839320
062970,14520768600
087600,82400570220
291810,41121681000
378340,447507410200
161580,312108016200
347770,98628136230
163730,94307179680
417180,62471931245
446750,13175550000
448370,12364000000
454750,15592330000
454640,11855195000
469880,15340500000
406760,15820350000
418170,13312150000
430230,18889440000
435620,41385240000
086790,16547383446800
299030,465970659700
067310,1244978138600
166090,939239648700
293480,243133901280
039130,1055378373000
136480,322346445570
003380,866923506540
101670,335552562800
365590,216721113160
149980,139055915240
013030,326543670000
352820,8292932512700
126700,345162787200
106080,82319344520
071090,62795474810
400840,11238400000
450050,11030800000
221840,45909877255
106190,98569513710
019490,29212674992
000080,1400568211670
000087,17743166600
000140,209092952650
000145,5979287000
373200,32573367000
066130,65280000000
152550,25207200000
004590,59700000000
036460,2677077000000
039340,136850000000
005430,170983170000
071050,3956545432000
071055,282953523300
034950,360516811600
010040,123201186000
025540,661352500000
222980,46332228600
010100,194578183800
331660,14839000000
256840,322244542035
004090,158803441200
025550,84113000000
002200,121800000000
002960,312650000000
017890,244577203200
000240,1615797784800
080720,43819350200
123890,417185135480
015760,15920709109600
063570,213423300000
041460,86450000000
006200,44931010560
101680,22774840000
039740,26300342160
053300,222667844230
025770,321271845180
436610,13725600000
458610,9348300000
464440,9460800000
027970,200828218272
023350,64276500000
025890,30026082645
000970,149343275000
104700,303942000000
017960,536733393680
023760,202621347792
054040,110570475200
161890,1085711991000
024720,270991362400
021650,45291059510
161390,6714028739800
053590,52484809098
034830,271425922250
007280,106698282078
032300,227950050900
168490,19044760000
037230,64219704685
448900,49613850000
047810,5000472989100
123690,97532760000
003350,106048800000
030520,567014996800
052600,54118116000
011500,265673343580
002390,188560402100
256150,62458800000
092460,101460402400
053690,198002928500
042700,8254372809600
008930,2882225928000
128940,4278870994000
452190,182647451290
047080,60814786900
009240,1139042115200
452280,117657300000
020000,470925600000
003680,34773284000
066980,136846898315
105630,816000000000
069640,61417264080
016450,187000000000
010420,25349855844
009180,68270473500
114810,348116783640
070590,23942173725
213500,256094197760
014680,1930383708500
004710,214815083820
004150,125605645230
025750,64290988902
226440,100580954580
042520,194509157460
004960,83656175460
011700,170017831240
430690,82477799500
078350,218604437880
045100,298800000000
001750,132631324280
001755,7638750000
018880,3293546000000
009420,1817974202400
091440,200111392700
014130,59340000000
024740,78673702270
005860,175149379825
300720,840835095600
123840,55206356332
002220,70481294400
006390,293394060960
003300,399902505480
007770,54018900000
051600,1674000000000
052690,2709798000000
130660,251020000000
198940,61222817250
107640,217102446500
002320,357248309200
003480,97153081480
180640,4219376032800
18064K,14814741600
005110,20969420689
079170,41652000000
009460,53402399970
372910,127302267600
054920,108353591040
002680,37132002051
000880,2203786809000
00088K,337080000000
452260,281484153720
45226K,10441569650
451800,353000000000
088350,2735869500000
000370,560346792000
009830,4770017874000
009835,57816585050
272210,3149286214630
012450,9493125000000
042660,7230070016400
000885,15001902200
003530,954737598750
003535,47760000000
386580,8486400000
430460,12935200000
455310,10701900000
195870,784550000000
034810,258827013150
03481K,12500298000
076610,37161669080
059270,131483814300
101530,158977848120
220180,77437920000
143210,60486440455
900270,27617718480
214180,180562859700
234340,208911300000
084990,206068522800
000720,3864045045500
000725,53789343000
170030,120725800000
453340,397084312080
086280,7143750000000
064350,3650809700850
079430,149702205780
012330,22711360295000
319400,361949218725
010620,2512361172100
048410,822229475200
052260,139800000000
069960,1226287908400
004560,285140316010
004310,122080000000
041440,115020360480
039010,55717500000
017800,1559786161500
307950,4094400512600
011210,1634424488300
090850,130130058280
004020,4797375970750
005440,660254714735
005380,52988642253000
005387,5804579937900
005389,367399654400
005385,3846042480500
001500,293341198500
011760,248572271140
227840,101292304680
126560,412159014300
001450,2816100000000
057050,562200000000
460930,522360000000
092300,76278453360
138360,35373447648
011080,21269804742
093240,40625856592
003010,73352550190
111110,71174883200
008770,2358812072100
008775,34811997700
060560,152692751900
064240,97405673360
039610,58610552000
002460,109417000000
378850,84616590465
241590,424730824760
006060,178683600000
013520,105858397980
010690,436854329100
126640,58234593087
133820,29918118000
127980,101001034520
061250,110178359856
010660,106590000000
000850,72710000000
016580,265236998200
032560,119850000000
004800,1260047295000
094280,142397024000
097870,65712600000
298040,1794043035200
298050,1494062658000
298020,1255027780000
298000,255947242500
093370,786896547360
081660,2332885324800
290270,40976721080
005870,97682823800
353190,42607450440
192410,29592609920
090710,212028910530
078590,60173476290
205470,225630015696
115160,130811118900
028080,51379112010
200670,316122529500
079980,139035000000
065510,181317382740
215090,120843123170
005010,276164388625
263920,53606331462
243070,435460822750
084110,292187539800
145020,2209354738800
024060,150150000000
010240,71225182880
189980,85292882375
000540,315110173725
000545,4800000000
003280,664774845735
037440,97178875500
238490,70022740840
